family_id,stress_id,selector_expression,selector_variables,selector_values,bucket_size,sharpness,stress_blocker,role_endpoint_set,role_tokens,tuple_tokens,promoted_to_source_law,promoted_to_admission
F0001,S0258,B=5 AND C=4 AND D=3,B C D,03 04 05,2,razor_small,blocked_as_razor_small_until_proven,03 04 05 09,03_04 03_09 05_04,tuple_edge_609 tuple_edge_614 tuple_edge_921,false,false
F0001,S0285,B=5 AND C=4 AND E=9,B C E,04 05 09,2,razor_small,blocked_as_razor_small_until_proven,03 04 05 09,03_04 03_09 05_04,tuple_edge_609 tuple_edge_614 tuple_edge_921,false,false
F0001,S0067,B=5 AND D=3,B D,03 05,2,razor_small,blocked_as_razor_small_until_proven,03 04 05 09,03_04 03_09 05_04,tuple_edge_609 tuple_edge_614 tuple_edge_921,false,false
F0001,S0310,B=5 AND D=3 AND E=9,B D E,03 05 09,2,razor_small,blocked_as_razor_small_until_proven,03 04 05 09,03_04 03_09 05_04,tuple_edge_609 tuple_edge_614 tuple_edge_921,false,false
F0001,S0094,B=5 AND E=9,B E,05 09,2,razor_small,blocked_as_razor_small_until_proven,03 04 05 09,03_04 03_09 05_04,tuple_edge_609 tuple_edge_614 tuple_edge_921,false,false
F0001,S0104,C=4 AND D=3,C D,03 04,2,razor_small,blocked_as_razor_small_until_proven,03 04 05 09,03_04 03_09 05_04,tuple_edge_609 tuple_edge_614 tuple_edge_921,false,false
F0001,S0320,C=4 AND D=3 AND E=9,C D E,03 04 09,2,razor_small,blocked_as_razor_small_until_proven,03 04 05 09,03_04 03_09 05_04,tuple_edge_609 tuple_edge_614 tuple_edge_921,false,false
F0001,S0109,C=4 AND E=9,C E,04 09,2,razor_small,blocked_as_razor_small_until_proven,03 04 05 09,03_04 03_09 05_04,tuple_edge_609 tuple_edge_614 tuple_edge_921,false,false
F0001,S0123,D=3 AND E=9,D E,03 09,2,razor_small,blocked_as_razor_small_until_proven,03 04 05 09,03_04 03_09 05_04,tuple_edge_609 tuple_edge_614 tuple_edge_921,false,false
