candidate_index,A,B,C,D,E,role_pairs,unique_hits,miss_reasons
4349,0,3,8,14,5,00_03 03_08 14_08 14_05,3,AB:missing_target_anchor_edge
4353,0,3,8,14,10,00_03 03_08 14_08 14_10,3,AB:missing_target_anchor_edge
4356,0,3,8,14,13,00_03 03_08 14_08 14_13,3,AB:missing_target_anchor_edge
4381,0,3,9,4,5,00_03 03_09 04_09 04_05,3,AB:missing_target_anchor_edge
4450,0,3,9,11,7,00_03 03_09 11_09 11_07,3,AB:missing_target_anchor_edge
4452,0,3,9,11,10,00_03 03_09 11_09 11_10,3,AB:missing_target_anchor_edge
4453,0,3,9,11,12,00_03 03_09 11_09 11_12,3,AB:missing_target_anchor_edge
4460,0,3,9,12,6,00_03 03_09 12_09 12_06,3,AB:missing_target_anchor_edge
4464,0,3,9,12,11,00_03 03_09 12_09 12_11,3,AB:missing_target_anchor_edge
4465,0,3,9,12,13,00_03 03_09 12_09 12_13,3,AB:missing_target_anchor_edge
5149,0,4,1,2,3,00_04 04_01 02_01 02_03,3,BC:missing_target_anchor_edge
5152,0,4,1,2,7,00_04 04_01 02_01 02_07,3,BC:missing_target_anchor_edge
5153,0,4,1,2,8,00_04 04_01 02_01 02_08,3,BC:missing_target_anchor_edge
5190,0,4,1,6,12,00_04 04_01 06_01 06_12,3,BC:missing_target_anchor_edge
5191,0,4,1,6,13,00_04 04_01 06_01 06_13,3,BC:missing_target_anchor_edge
5193,0,4,1,7,2,00_04 04_01 07_01 07_02,3,BC:missing_target_anchor_edge
5199,0,4,1,7,10,00_04 04_01 07_01 07_10,3,BC:missing_target_anchor_edge
5200,0,4,1,7,11,00_04 04_01 07_01 07_11,3,BC:missing_target_anchor_edge
5283,0,4,2,1,6,00_04 04_02 01_02 01_06,3,BC:missing_target_anchor_edge
5284,0,4,2,1,7,00_04 04_02 01_02 01_07,3,BC:missing_target_anchor_edge
5296,0,4,2,3,8,00_04 04_02 03_02 03_08,3,BC:missing_target_anchor_edge
5297,0,4,2,3,9,00_04 04_02 03_02 03_09,3,BC:missing_target_anchor_edge
5325,0,4,2,7,1,00_04 04_02 07_02 07_01,3,BC:missing_target_anchor_edge
5331,0,4,2,7,10,00_04 04_02 07_02 07_10,3,BC:missing_target_anchor_edge
5332,0,4,2,7,11,00_04 04_02 07_02 07_11,3,BC:missing_target_anchor_edge
5337,0,4,2,8,3,00_04 04_02 08_02 08_03,3,BC:missing_target_anchor_edge
5345,0,4,2,8,13,00_04 04_02 08_02 08_13,3,BC:missing_target_anchor_edge
5346,0,4,2,8,14,00_04 04_02 08_02 08_14,3,BC:missing_target_anchor_edge
5413,0,4,3,1,2,00_04 04_03 01_03 01_02,3,DC:missing_target_anchor_edge
5415,0,4,3,1,6,00_04 04_03 01_03 01_06,3,DC:missing_target_anchor_edge
5416,0,4,3,1,7,00_04 04_03 01_03 01_07,3,DC:missing_target_anchor_edge
5425,0,4,3,2,5,00_04 04_03 02_03 02_05,3,DE:missing_target_anchor_edge
5426,0,4,3,2,6,00_04 04_03 02_03 02_06,3,DE:missing_target_anchor_edge
5429,0,4,3,2,9,00_04 04_03 02_03 02_09,3,DE:missing_target_anchor_edge
5430,0,4,3,2,10,00_04 04_03 02_03 02_10,3,DE:missing_target_anchor_edge
5431,0,4,3,2,11,00_04 04_03 02_03 02_11,3,DE:missing_target_anchor_edge
5432,0,4,3,2,12,00_04 04_03 02_03 02_12,3,DE:missing_target_anchor_edge
5433,0,4,3,2,13,00_04 04_03 02_03 02_13,3,DE:missing_target_anchor_edge
5434,0,4,3,2,14,00_04 04_03 02_03 02_14,3,DE:missing_target_anchor_edge
5441,0,4,3,5,10,00_04 04_03 05_03 05_10,3,DC:missing_target_anchor_edge
5445,0,4,3,5,14,00_04 04_03 05_03 05_14,3,DC:missing_target_anchor_edge
5446,0,4,3,6,1,00_04 04_03 06_03 06_01,3,DC:missing_target_anchor_edge
5454,0,4,3,6,12,00_04 04_03 06_03 06_12,3,DC:missing_target_anchor_edge
5455,0,4,3,6,13,00_04 04_03 06_03 06_13,3,DC:missing_target_anchor_edge
5457,0,4,3,7,1,00_04 04_03 07_03 07_01,3,DC:missing_target_anchor_edge
5458,0,4,3,7,2,00_04 04_03 07_03 07_02,3,DC:missing_target_anchor_edge
5463,0,4,3,7,10,00_04 04_03 07_03 07_10,3,DC:missing_target_anchor_edge
5464,0,4,3,7,11,00_04 04_03 07_03 07_11,3,DC:missing_target_anchor_edge
5468,0,4,3,8,1,00_04 04_03 08_03 08_01,3,DE:missing_target_anchor_edge
5470,0,4,3,8,5,00_04 04_03 08_03 08_05,3,DE:missing_target_anchor_edge
5471,0,4,3,8,6,00_04 04_03 08_03 08_06,3,DE:missing_target_anchor_edge
5472,0,4,3,8,7,00_04 04_03 08_03 08_07,3,DE:missing_target_anchor_edge
5473,0,4,3,8,9,00_04 04_03 08_03 08_09,3,DE:missing_target_anchor_edge
5474,0,4,3,8,10,00_04 04_03 08_03 08_10,3,DE:missing_target_anchor_edge
5475,0,4,3,8,11,00_04 04_03 08_03 08_11,3,DE:missing_target_anchor_edge
5476,0,4,3,8,12,00_04 04_03 08_03 08_12,3,DE:missing_target_anchor_edge
5479,0,4,3,9,1,00_04 04_03 09_03 09_01,3,DE:missing_target_anchor_edge
5480,0,4,3,9,2,00_04 04_03 09_03 09_02,3,DE:missing_target_anchor_edge
5481,0,4,3,9,5,00_04 04_03 09_03 09_05,3,DE:missing_target_anchor_edge
5482,0,4,3,9,6,00_04 04_03 09_03 09_06,3,DE:missing_target_anchor_edge
5483,0,4,3,9,7,00_04 04_03 09_03 09_07,3,DE:missing_target_anchor_edge
5484,0,4,3,9,8,00_04 04_03 09_03 09_08,3,DE:missing_target_anchor_edge
5485,0,4,3,9,10,00_04 04_03 09_03 09_10,3,DE:missing_target_anchor_edge
5488,0,4,3,9,13,00_04 04_03 09_03 09_13,3,DE:missing_target_anchor_edge
5489,0,4,3,9,14,00_04 04_03 09_03 09_14,3,DE:missing_target_anchor_edge
5492,0,4,3,10,5,00_04 04_03 10_03 10_05,3,DC:missing_target_anchor_edge
5494,0,4,3,10,7,00_04 04_03 10_03 10_07,3,DC:missing_target_anchor_edge
5497,0,4,3,10,11,00_04 04_03 10_03 10_11,3,DC:missing_target_anchor_edge
5500,0,4,3,10,14,00_04 04_03 10_03 10_14,3,DC:missing_target_anchor_edge
5505,0,4,3,11,7,00_04 04_03 11_03 11_07,3,DC:missing_target_anchor_edge
5507,0,4,3,11,9,00_04 04_03 11_03 11_09,3,DC:missing_target_anchor_edge
5508,0,4,3,11,10,00_04 04_03 11_03 11_10,3,DC:missing_target_anchor_edge
5509,0,4,3,11,12,00_04 04_03 11_03 11_12,3,DC:missing_target_anchor_edge
5515,0,4,3,12,6,00_04 04_03 12_03 12_06,3,DC:missing_target_anchor_edge
5518,0,4,3,12,9,00_04 04_03 12_03 12_09,3,DC:missing_target_anchor_edge
5520,0,4,3,12,11,00_04 04_03 12_03 12_11,3,DC:missing_target_anchor_edge
5521,0,4,3,12,13,00_04 04_03 12_03 12_13,3,DC:missing_target_anchor_edge
5526,0,4,3,13,6,00_04 04_03 13_03 13_06,3,DC:missing_target_anchor_edge
5528,0,4,3,13,8,00_04 04_03 13_03 13_08,3,DC:missing_target_anchor_edge
5532,0,4,3,13,12,00_04 04_03 13_03 13_12,3,DC:missing_target_anchor_edge
5533,0,4,3,13,14,00_04 04_03 13_03 13_14,3,DC:missing_target_anchor_edge
5536,0,4,3,14,5,00_04 04_03 14_03 14_05,3,DC:missing_target_anchor_edge
5539,0,4,3,14,8,00_04 04_03 14_03 14_08,3,DC:missing_target_anchor_edge
5541,0,4,3,14,10,00_04 04_03 14_03 14_10,3,DC:missing_target_anchor_edge
5544,0,4,3,14,13,00_04 04_03 14_03 14_13,3,DC:missing_target_anchor_edge
5545,0,4,5,1,2,00_04 04_05 01_05 01_02,3,DC:missing_target_anchor_edge
5547,0,4,5,1,6,00_04 04_05 01_05 01_06,3,DC:missing_target_anchor_edge
5548,0,4,5,1,7,00_04 04_05 01_05 01_07,3,DC:missing_target_anchor_edge
5556,0,4,5,2,1,00_04 04_05 02_05 02_01,3,DC:missing_target_anchor_edge
5557,0,4,5,2,3,00_04 04_05 02_05 02_03,3,DC:missing_target_anchor_edge
5559,0,4,5,2,7,00_04 04_05 02_05 02_07,3,DC:missing_target_anchor_edge
5560,0,4,5,2,8,00_04 04_05 02_05 02_08,3,DC:missing_target_anchor_edge
5568,0,4,5,3,2,00_04 04_05 03_05 03_02,3,DC:missing_target_anchor_edge
5571,0,4,5,3,8,00_04 04_05 03_05 03_08,3,DC:missing_target_anchor_edge
5572,0,4,5,3,9,00_04 04_05 03_05 03_09,3,DC:missing_target_anchor_edge
5578,0,4,5,6,1,00_04 04_05 06_05 06_01,3,DC:missing_target_anchor_edge
5586,0,4,5,6,12,00_04 04_05 06_05 06_12,3,DC:missing_target_anchor_edge
5587,0,4,5,6,13,00_04 04_05 06_05 06_13,3,DC:missing_target_anchor_edge
5589,0,4,5,7,1,00_04 04_05 07_05 07_01,3,DC:missing_target_anchor_edge
5590,0,4,5,7,2,00_04 04_05 07_05 07_02,3,DC:missing_target_anchor_edge
5595,0,4,5,7,10,00_04 04_05 07_05 07_10,3,DC:missing_target_anchor_edge
5596,0,4,5,7,11,00_04 04_05 07_05 07_11,3,DC:missing_target_anchor_edge
5601,0,4,5,8,2,00_04 04_05 08_05 08_02,3,DC:missing_target_anchor_edge
5602,0,4,5,8,3,00_04 04_05 08_05 08_03,3,DC:missing_target_anchor_edge
5609,0,4,5,8,13,00_04 04_05 08_05 08_13,3,DC:missing_target_anchor_edge
5610,0,4,5,8,14,00_04 04_05 08_05 08_14,3,DC:missing_target_anchor_edge
5613,0,4,5,9,3,00_04 04_05 09_05 09_03,3,DC:missing_target_anchor_edge
5618,0,4,5,9,11,00_04 04_05 09_05 09_11,3,DC:missing_target_anchor_edge
5619,0,4,5,9,12,00_04 04_05 09_05 09_12,3,DC:missing_target_anchor_edge
5622,0,4,5,10,1,00_04 04_05 10_05 10_01,3,DE:missing_target_anchor_edge
5623,0,4,5,10,2,00_04 04_05 10_05 10_02,3,DE:missing_target_anchor_edge
5624,0,4,5,10,3,00_04 04_05 10_05 10_03,3,DE:missing_target_anchor_edge
5625,0,4,5,10,6,00_04 04_05 10_05 10_06,3,DE:missing_target_anchor_edge
5627,0,4,5,10,8,00_04 04_05 10_05 10_08,3,DE:missing_target_anchor_edge
5628,0,4,5,10,9,00_04 04_05 10_05 10_09,3,DE:missing_target_anchor_edge
5630,0,4,5,10,12,00_04 04_05 10_05 10_12,3,DE:missing_target_anchor_edge
5631,0,4,5,10,13,00_04 04_05 10_05 10_13,3,DE:missing_target_anchor_edge
5637,0,4,5,11,7,00_04 04_05 11_05 11_07,3,DC:missing_target_anchor_edge
5639,0,4,5,11,9,00_04 04_05 11_05 11_09,3,DC:missing_target_anchor_edge
5640,0,4,5,11,10,00_04 04_05 11_05 11_10,3,DC:missing_target_anchor_edge
5641,0,4,5,11,12,00_04 04_05 11_05 11_12,3,DC:missing_target_anchor_edge
5647,0,4,5,12,6,00_04 04_05 12_05 12_06,3,DC:missing_target_anchor_edge
5650,0,4,5,12,9,00_04 04_05 12_05 12_09,3,DC:missing_target_anchor_edge
5652,0,4,5,12,11,00_04 04_05 12_05 12_11,3,DC:missing_target_anchor_edge
5653,0,4,5,12,13,00_04 04_05 12_05 12_13,3,DC:missing_target_anchor_edge
5658,0,4,5,13,6,00_04 04_05 13_05 13_06,3,DC:missing_target_anchor_edge
5660,0,4,5,13,8,00_04 04_05 13_05 13_08,3,DC:missing_target_anchor_edge
5664,0,4,5,13,12,00_04 04_05 13_05 13_12,3,DC:missing_target_anchor_edge
5665,0,4,5,13,14,00_04 04_05 13_05 13_14,3,DC:missing_target_anchor_edge
5666,0,4,5,14,1,00_04 04_05 14_05 14_01,3,DE:missing_target_anchor_edge
5667,0,4,5,14,2,00_04 04_05 14_05 14_02,3,DE:missing_target_anchor_edge
5668,0,4,5,14,3,00_04 04_05 14_05 14_03,3,DE:missing_target_anchor_edge
5669,0,4,5,14,6,00_04 04_05 14_05 14_06,3,DE:missing_target_anchor_edge
5670,0,4,5,14,7,00_04 04_05 14_05 14_07,3,DE:missing_target_anchor_edge
5672,0,4,5,14,9,00_04 04_05 14_05 14_09,3,DE:missing_target_anchor_edge
5674,0,4,5,14,11,00_04 04_05 14_05 14_11,3,DE:missing_target_anchor_edge
5675,0,4,5,14,12,00_04 04_05 14_05 14_12,3,DE:missing_target_anchor_edge
5677,0,4,6,1,2,00_04 04_06 01_06 01_02,3,BC:missing_target_anchor_edge
5680,0,4,6,1,7,00_04 04_06 01_06 01_07,3,BC:missing_target_anchor_edge
5782,0,4,6,12,9,00_04 04_06 12_06 12_09,3,BC:missing_target_anchor_edge
5784,0,4,6,12,11,00_04 04_06 12_06 12_11,3,BC:missing_target_anchor_edge
5785,0,4,6,12,13,00_04 04_06 12_06 12_13,3,BC:missing_target_anchor_edge
5792,0,4,6,13,8,00_04 04_06 13_06 13_08,3,BC:missing_target_anchor_edge
5796,0,4,6,13,12,00_04 04_06 13_06 13_12,3,BC:missing_target_anchor_edge
5797,0,4,6,13,14,00_04 04_06 13_06 13_14,3,BC:missing_target_anchor_edge
5809,0,4,7,1,2,00_04 04_07 01_07 01_02,3,BC:missing_target_anchor_edge
5812,0,4,7,1,6,00_04 04_07 01_07 01_06,3,BC:missing_target_anchor_edge
5820,0,4,7,2,1,00_04 04_07 02_07 02_01,3,BC:missing_target_anchor_edge
5821,0,4,7,2,3,00_04 04_07 02_07 02_03,3,BC:missing_target_anchor_edge
5824,0,4,7,2,8,00_04 04_07 02_07 02_08,3,BC:missing_target_anchor_edge
5889,0,4,7,10,5,00_04 04_07 10_07 10_05,3,BC:missing_target_anchor_edge
5893,0,4,7,10,11,00_04 04_07 10_07 10_11,3,BC:missing_target_anchor_edge
5896,0,4,7,10,14,00_04 04_07 10_07 10_14,3,BC:missing_target_anchor_edge
5903,0,4,7,11,9,00_04 04_07 11_07 11_09,3,BC:missing_target_anchor_edge
5904,0,4,7,11,10,00_04 04_07 11_07 11_10,3,BC:missing_target_anchor_edge
5905,0,4,7,11,12,00_04 04_07 11_07 11_12,3,BC:missing_target_anchor_edge
5952,0,4,8,2,1,00_04 04_08 02_08 02_01,3,BC:missing_target_anchor_edge
5953,0,4,8,2,3,00_04 04_08 02_08 02_03,3,BC:missing_target_anchor_edge
5956,0,4,8,2,7,00_04 04_08 02_08 02_07,3,BC:missing_target_anchor_edge
5964,0,4,8,3,2,00_04 04_08 03_08 03_02,3,BC:missing_target_anchor_edge
5968,0,4,8,3,9,00_04 04_08 03_08 03_09,3,BC:missing_target_anchor_edge
6055,0,4,8,13,6,00_04 04_08 13_08 13_06,3,BC:missing_target_anchor_edge
6060,0,4,8,13,12,00_04 04_08 13_08 13_12,3,BC:missing_target_anchor_edge
6061,0,4,8,13,14,00_04 04_08 13_08 13_14,3,BC:missing_target_anchor_edge
6065,0,4,8,14,5,00_04 04_08 14_08 14_05,3,BC:missing_target_anchor_edge
6069,0,4,8,14,10,00_04 04_08 14_08 14_10,3,BC:missing_target_anchor_edge
6072,0,4,8,14,13,00_04 04_08 14_08 14_13,3,BC:missing_target_anchor_edge
6073,0,4,9,1,2,00_04 04_09 01_09 01_02,3,DC:missing_target_anchor_edge
6076,0,4,9,1,6,00_04 04_09 01_09 01_06,3,DC:missing_target_anchor_edge
6077,0,4,9,1,7,00_04 04_09 01_09 01_07,3,DC:missing_target_anchor_edge
6084,0,4,9,2,1,00_04 04_09 02_09 02_01,3,DC:missing_target_anchor_edge
6085,0,4,9,2,3,00_04 04_09 02_09 02_03,3,DC:missing_target_anchor_edge
6088,0,4,9,2,7,00_04 04_09 02_09 02_07,3,DC:missing_target_anchor_edge
6089,0,4,9,2,8,00_04 04_09 02_09 02_08,3,DC:missing_target_anchor_edge
6095,0,4,9,3,1,00_04 04_09 03_09 03_01,3,DE:missing_target_anchor_edge
6097,0,4,9,3,5,00_04 04_09 03_09 03_05,3,DE:missing_target_anchor_edge
6098,0,4,9,3,6,00_04 04_09 03_09 03_06,3,DE:missing_target_anchor_edge
6099,0,4,9,3,7,00_04 04_09 03_09 03_07,3,DE:missing_target_anchor_edge
6101,0,4,9,3,10,00_04 04_09 03_09 03_10,3,DE:missing_target_anchor_edge
6102,0,4,9,3,11,00_04 04_09 03_09 03_11,3,DE:missing_target_anchor_edge
6103,0,4,9,3,12,00_04 04_09 03_09 03_12,3,DE:missing_target_anchor_edge
6104,0,4,9,3,13,00_04 04_09 03_09 03_13,3,DE:missing_target_anchor_edge
6105,0,4,9,3,14,00_04 04_09 03_09 03_14,3,DE:missing_target_anchor_edge
6112,0,4,9,5,10,00_04 04_09 05_09 05_10,3,DC:missing_target_anchor_edge
6116,0,4,9,5,14,00_04 04_09 05_09 05_14,3,DC:missing_target_anchor_edge
6117,0,4,9,6,1,00_04 04_09 06_09 06_01,3,DC:missing_target_anchor_edge
6125,0,4,9,6,12,00_04 04_09 06_09 06_12,3,DC:missing_target_anchor_edge
6126,0,4,9,6,13,00_04 04_09 06_09 06_13,3,DC:missing_target_anchor_edge
6128,0,4,9,7,1,00_04 04_09 07_09 07_01,3,DC:missing_target_anchor_edge
6129,0,4,9,7,2,00_04 04_09 07_09 07_02,3,DC:missing_target_anchor_edge
6134,0,4,9,7,10,00_04 04_09 07_09 07_10,3,DC:missing_target_anchor_edge
6135,0,4,9,7,11,00_04 04_09 07_09 07_11,3,DC:missing_target_anchor_edge
6140,0,4,9,8,2,00_04 04_09 08_09 08_02,3,DC:missing_target_anchor_edge
6141,0,4,9,8,3,00_04 04_09 08_09 08_03,3,DC:missing_target_anchor_edge
6148,0,4,9,8,13,00_04 04_09 08_09 08_13,3,DC:missing_target_anchor_edge
6149,0,4,9,8,14,00_04 04_09 08_09 08_14,3,DC:missing_target_anchor_edge
6153,0,4,9,10,5,00_04 04_09 10_09 10_05,3,DC:missing_target_anchor_edge
6155,0,4,9,10,7,00_04 04_09 10_09 10_07,3,DC:missing_target_anchor_edge
6157,0,4,9,10,11,00_04 04_09 10_09 10_11,3,DC:missing_target_anchor_edge
6160,0,4,9,10,14,00_04 04_09 10_09 10_14,3,DC:missing_target_anchor_edge
6161,0,4,9,11,1,00_04 04_09 11_09 11_01,3,DE:missing_target_anchor_edge
6162,0,4,9,11,2,00_04 04_09 11_09 11_02,3,DE:missing_target_anchor_edge
6163,0,4,9,11,3,00_04 04_09 11_09 11_03,3,DE:missing_target_anchor_edge
6164,0,4,9,11,5,00_04 04_09 11_09 11_05,3,DE:missing_target_anchor_edge
6165,0,4,9,11,6,00_04 04_09 11_09 11_06,3,DE:missing_target_anchor_edge
6167,0,4,9,11,8,00_04 04_09 11_09 11_08,3,DE:missing_target_anchor_edge
6170,0,4,9,11,13,00_04 04_09 11_09 11_13,3,DE:missing_target_anchor_edge
6171,0,4,9,11,14,00_04 04_09 11_09 11_14,3,DE:missing_target_anchor_edge
6172,0,4,9,12,1,00_04 04_09 12_09 12_01,3,DE:missing_target_anchor_edge
6173,0,4,9,12,2,00_04 04_09 12_09 12_02,3,DE:missing_target_anchor_edge
6174,0,4,9,12,3,00_04 04_09 12_09 12_03,3,DE:missing_target_anchor_edge
6175,0,4,9,12,5,00_04 04_09 12_09 12_05,3,DE:missing_target_anchor_edge
6177,0,4,9,12,7,00_04 04_09 12_09 12_07,3,DE:missing_target_anchor_edge
6178,0,4,9,12,8,00_04 04_09 12_09 12_08,3,DE:missing_target_anchor_edge
6179,0,4,9,12,10,00_04 04_09 12_09 12_10,3,DE:missing_target_anchor_edge
6182,0,4,9,12,14,00_04 04_09 12_09 12_14,3,DE:missing_target_anchor_edge
6187,0,4,9,13,6,00_04 04_09 13_09 13_06,3,DC:missing_target_anchor_edge
6189,0,4,9,13,8,00_04 04_09 13_09 13_08,3,DC:missing_target_anchor_edge
6192,0,4,9,13,12,00_04 04_09 13_09 13_12,3,DC:missing_target_anchor_edge
6193,0,4,9,13,14,00_04 04_09 13_09 13_14,3,DC:missing_target_anchor_edge
6197,0,4,9,14,5,00_04 04_09 14_09 14_05,3,DC:missing_target_anchor_edge
6200,0,4,9,14,8,00_04 04_09 14_09 14_08,3,DC:missing_target_anchor_edge
6201,0,4,9,14,10,00_04 04_09 14_09 14_10,3,DC:missing_target_anchor_edge
6204,0,4,9,14,13,00_04 04_09 14_09 14_13,3,DC:missing_target_anchor_edge
6248,0,4,10,5,14,00_04 04_10 05_10 05_14,3,BC:missing_target_anchor_edge
6260,0,4,10,7,1,00_04 04_10 07_10 07_01,3,BC:missing_target_anchor_edge
6261,0,4,10,7,2,00_04 04_10 07_10 07_02,3,BC:missing_target_anchor_edge
6267,0,4,10,7,11,00_04 04_10 07_10 07_11,3,BC:missing_target_anchor_edge
6298,0,4,10,11,7,00_04 04_10 11_10 11_07,3,BC:missing_target_anchor_edge
6300,0,4,10,11,9,00_04 04_10 11_10 11_09,3,BC:missing_target_anchor_edge
6301,0,4,10,11,12,00_04 04_10 11_10 11_12,3,BC:missing_target_anchor_edge
6329,0,4,10,14,5,00_04 04_10 14_10 14_05,3,BC:missing_target_anchor_edge
6332,0,4,10,14,8,00_04 04_10 14_10 14_08,3,BC:missing_target_anchor_edge
6336,0,4,10,14,13,00_04 04_10 14_10 14_13,3,BC:missing_target_anchor_edge
6392,0,4,11,7,1,00_04 04_11 07_11 07_01,3,BC:missing_target_anchor_edge
6393,0,4,11,7,2,00_04 04_11 07_11 07_02,3,BC:missing_target_anchor_edge
6399,0,4,11,7,10,00_04 04_11 07_11 07_10,3,BC:missing_target_anchor_edge
6416,0,4,11,9,3,00_04 04_11 09_11 09_03,3,BC:missing_target_anchor_edge
6422,0,4,11,9,12,00_04 04_11 09_11 09_12,3,BC:missing_target_anchor_edge
6428,0,4,11,10,5,00_04 04_11 10_11 10_05,3,BC:missing_target_anchor_edge
6430,0,4,11,10,7,00_04 04_11 10_11 10_07,3,BC:missing_target_anchor_edge
6435,0,4,11,10,14,00_04 04_11 10_11 10_14,3,BC:missing_target_anchor_edge
6440,0,4,11,12,6,00_04 04_11 12_11 12_06,3,BC:missing_target_anchor_edge
6443,0,4,11,12,9,00_04 04_11 12_11 12_09,3,BC:missing_target_anchor_edge
6445,0,4,11,12,13,00_04 04_11 12_11 12_13,3,BC:missing_target_anchor_edge
6513,0,4,12,6,1,00_04 04_12 06_12 06_01,3,BC:missing_target_anchor_edge
6522,0,4,12,6,13,00_04 04_12 06_12 06_13,3,BC:missing_target_anchor_edge
6548,0,4,12,9,3,00_04 04_12 09_12 09_03,3,BC:missing_target_anchor_edge
6554,0,4,12,9,11,00_04 04_12 09_12 09_11,3,BC:missing_target_anchor_edge
6573,0,4,12,11,7,00_04 04_12 11_12 11_07,3,BC:missing_target_anchor_edge
6575,0,4,12,11,9,00_04 04_12 11_12 11_09,3,BC:missing_target_anchor_edge
6576,0,4,12,11,10,00_04 04_12 11_12 11_10,3,BC:missing_target_anchor_edge
6583,0,4,12,13,6,00_04 04_12 13_12 13_06,3,BC:missing_target_anchor_edge
6585,0,4,12,13,8,00_04 04_12 13_12 13_08,3,BC:missing_target_anchor_edge
6589,0,4,12,13,14,00_04 04_12 13_12 13_14,3,BC:missing_target_anchor_edge
6645,0,4,13,6,1,00_04 04_13 06_13 06_01,3,BC:missing_target_anchor_edge
6654,0,4,13,6,12,00_04 04_13 06_13 06_12,3,BC:missing_target_anchor_edge
6668,0,4,13,8,2,00_04 04_13 08_13 08_02,3,BC:missing_target_anchor_edge
6669,0,4,13,8,3,00_04 04_13 08_13 08_03,3,BC:missing_target_anchor_edge
6677,0,4,13,8,14,00_04 04_13 08_13 08_14,3,BC:missing_target_anchor_edge
6715,0,4,13,12,6,00_04 04_13 12_13 12_06,3,BC:missing_target_anchor_edge
6718,0,4,13,12,9,00_04 04_13 12_13 12_09,3,BC:missing_target_anchor_edge
6720,0,4,13,12,11,00_04 04_13 12_13 12_11,3,BC:missing_target_anchor_edge
6725,0,4,13,14,5,00_04 04_13 14_13 14_05,3,BC:missing_target_anchor_edge
6728,0,4,13,14,8,00_04 04_13 14_13 14_08,3,BC:missing_target_anchor_edge
6730,0,4,13,14,10,00_04 04_13 14_13 14_10,3,BC:missing_target_anchor_edge
6773,0,4,14,5,10,00_04 04_14 05_14 05_10,3,BC:missing_target_anchor_edge
6800,0,4,14,8,2,00_04 04_14 08_14 08_02,3,BC:missing_target_anchor_edge
6801,0,4,14,8,3,00_04 04_14 08_14 08_03,3,BC:missing_target_anchor_edge
6809,0,4,14,8,13,00_04 04_14 08_14 08_13,3,BC:missing_target_anchor_edge
6824,0,4,14,10,5,00_04 04_14 10_14 10_05,3,BC:missing_target_anchor_edge
6826,0,4,14,10,7,00_04 04_14 10_14 10_07,3,BC:missing_target_anchor_edge
6829,0,4,14,10,11,00_04 04_14 10_14 10_11,3,BC:missing_target_anchor_edge
6858,0,4,14,13,6,00_04 04_14 13_14 13_06,3,BC:missing_target_anchor_edge
6860,0,4,14,13,8,00_04 04_14 13_14 13_08,3,BC:missing_target_anchor_edge
6864,0,4,14,13,12,00_04 04_14 13_14 13_12,3,BC:missing_target_anchor_edge
6865,0,5,1,2,3,00_05 05_01 02_01 02_03,3,BC:missing_target_anchor_edge
6868,0,5,1,2,7,00_05 05_01 02_01 02_07,3,BC:missing_target_anchor_edge
6869,0,5,1,2,8,00_05 05_01 02_01 02_08,3,BC:missing_target_anchor_edge
6906,0,5,1,6,12,00_05 05_01 06_01 06_12,3,BC:missing_target_anchor_edge
6907,0,5,1,6,13,00_05 05_01 06_01 06_13,3,BC:missing_target_anchor_edge
6909,0,5,1,7,2,00_05 05_01 07_01 07_02,3,BC:missing_target_anchor_edge
6915,0,5,1,7,10,00_05 05_01 07_01 07_10,3,BC:missing_target_anchor_edge
6916,0,5,1,7,11,00_05 05_01 07_01 07_11,3,BC:missing_target_anchor_edge
6999,0,5,2,1,6,00_05 05_02 01_02 01_06,3,BC:missing_target_anchor_edge
7000,0,5,2,1,7,00_05 05_02 01_02 01_07,3,BC:missing_target_anchor_edge
7009,0,5,2,3,4,00_05 05_02 03_02 03_04,3,BC:missing_target_anchor_edge
7012,0,5,2,3,8,00_05 05_02 03_02 03_08,3,BC:missing_target_anchor_edge
7013,0,5,2,3,9,00_05 05_02 03_02 03_09,3,BC:missing_target_anchor_edge
7041,0,5,2,7,1,00_05 05_02 07_02 07_01,3,BC:missing_target_anchor_edge
7047,0,5,2,7,10,00_05 05_02 07_02 07_10,3,BC:missing_target_anchor_edge
7048,0,5,2,7,11,00_05 05_02 07_02 07_11,3,BC:missing_target_anchor_edge
7053,0,5,2,8,3,00_05 05_02 08_02 08_03,3,BC:missing_target_anchor_edge
7061,0,5,2,8,13,00_05 05_02 08_02 08_13,3,BC:missing_target_anchor_edge
7062,0,5,2,8,14,00_05 05_02 08_02 08_14,3,BC:missing_target_anchor_edge
7140,0,5,3,2,1,00_05 05_03 02_03 02_01,3,BC:missing_target_anchor_edge
7143,0,5,3,2,7,00_05 05_03 02_03 02_07,3,BC:missing_target_anchor_edge
7144,0,5,3,2,8,00_05 05_03 02_03 02_08,3,BC:missing_target_anchor_edge
7156,0,5,3,4,9,00_05 05_03 04_03 04_09,3,BC:missing_target_anchor_edge
7185,0,5,3,8,2,00_05 05_03 08_03 08_02,3,BC:missing_target_anchor_edge
7193,0,5,3,8,13,00_05 05_03 08_03 08_13,3,BC:missing_target_anchor_edge
7194,0,5,3,8,14,00_05 05_03 08_03 08_14,3,BC:missing_target_anchor_edge
7197,0,5,3,9,4,00_05 05_03 09_03 09_04,3,BC:missing_target_anchor_edge
