stress_id,selector_expression,fields,values,bucket_size,sharpness,stress_blocker,provenance_status,family_key,source_family_key,role_token_count,tuple_token_count,other_token_count,sample_role_tokens,sample_tuple_tokens,sample_source_paths,promoted_to_family_candidate
S0044,A=10 AND C=9,A C,10 | 9,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=10_11 11_09 :: tuples=tuple_edge_2308 tuple_edge_2584 tuple_edge_612,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_projection_exception_handles_001_rows.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_slot12_composite_triangle_anatomy_001_transition_steps.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,2,3,0,10_11 11_09,tuple_edge_2308 tuple_edge_2584 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_slot12_composite_triangle_anatomy_001_transition_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false
S0274,B=3 AND C=8 AND E=10,B C E,3 | 8 | 10,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 14_08 14_10 :: tuples=tuple_edge_2039 tuple_edge_2587 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 14_08 14_10,tuple_edge_2039 tuple_edge_2587 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0275,B=3 AND C=8 AND E=12,B C E,3 | 8 | 12,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 13_08 13_12 :: tuples=tuple_edge_2038 tuple_edge_3071 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 13_08 13_12,tuple_edge_2038 tuple_edge_3071 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0277,B=3 AND C=8 AND E=5,B C E,3 | 8 | 5,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 14_05 14_08 :: tuples=tuple_edge_1205 tuple_edge_2039 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 14_05 14_08,tuple_edge_1205 tuple_edge_2039 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0303,B=3 AND D=14 AND E=10,B D E,3 | 14 | 10,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 14_08 14_10 :: tuples=tuple_edge_2039 tuple_edge_2587 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 14_08 14_10,tuple_edge_2039 tuple_edge_2587 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0304,B=3 AND D=14 AND E=5,B D E,3 | 14 | 5,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 14_05 14_08 :: tuples=tuple_edge_1205 tuple_edge_2039 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 14_05 14_08,tuple_edge_1205 tuple_edge_2039 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0083,B=3 AND E=10,B E,3 | 10,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 14_08 14_10 :: tuples=tuple_edge_2039 tuple_edge_2587 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 14_08 14_10,tuple_edge_2039 tuple_edge_2587 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0084,B=3 AND E=12,B E,3 | 12,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 13_08 13_12 :: tuples=tuple_edge_2038 tuple_edge_3071 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 13_08 13_12,tuple_edge_2038 tuple_edge_3071 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0086,B=3 AND E=5,B E,3 | 5,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 14_05 14_08 :: tuples=tuple_edge_1205 tuple_edge_2039 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 14_05 14_08,tuple_edge_1205 tuple_edge_2039 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0327,C=8 AND D=14 AND E=10,C D E,8 | 14 | 10,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 14_08 14_10 :: tuples=tuple_edge_2039 tuple_edge_2587 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 14_08 14_10,tuple_edge_2039 tuple_edge_2587 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0328,C=8 AND D=14 AND E=5,C D E,8 | 14 | 5,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 14_05 14_08 :: tuples=tuple_edge_1205 tuple_edge_2039 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 14_05 14_08,tuple_edge_1205 tuple_edge_2039 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0115,C=8 AND E=10,C E,8 | 10,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 14_08 14_10 :: tuples=tuple_edge_2039 tuple_edge_2587 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 14_08 14_10,tuple_edge_2039 tuple_edge_2587 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0116,C=8 AND E=12,C E,8 | 12,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 13_08 13_12 :: tuples=tuple_edge_2038 tuple_edge_3071 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 13_08 13_12,tuple_edge_2038 tuple_edge_3071 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0118,C=8 AND E=5,C E,8 | 5,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 14_05 14_08 :: tuples=tuple_edge_1205 tuple_edge_2039 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 14_05 14_08,tuple_edge_1205 tuple_edge_2039 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0121,D=14 AND E=5,D E,14 | 5,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 14_05 14_08 :: tuples=tuple_edge_1205 tuple_edge_2039 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 14_05 14_08,tuple_edge_1205 tuple_edge_2039 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0002,E=12,E,12,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_08 13_08 13_12 :: tuples=tuple_edge_2038 tuple_edge_3071 tuple_edge_766,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,3,3,0,03_08 13_08 13_12,tuple_edge_2038 tuple_edge_3071 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false
S0155,C=12 AND E=6,C E,12 | 6,4,small_bucket,blocked_by_null_or_marginal_stress,construction_context_covisible_no_promotion,roles=13_06 13_12 :: tuples=tuple_edge_1475 tuple_edge_3070,g900_return_cell_bounded_information_transport_admission_007_history.v1.csv g900_return_cell_carrier_incidence_packet_scout_002_candidates.v1.csv g900_return_cell_carrier_incidence_packet_scout_002_edges.v1.csv g900_return_cell_conserved_packet_scout_001_edges.v1.csv g900_return_cell_one_step_information_transport_support_audit_006_history.v1.csv g900_return_cell_packet_successor_rule_scout_003_rule_rows.v1.csv g900_return_cell_packet_successor_rule_scout_003_target_packet.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv,2,2,0,13_06 13_12,tuple_edge_1475 tuple_edge_3070,labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_edges.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_conserved_packet_scout_001_edges.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_one_step_information_transport_support_audit_006_history.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_packet_successor_rule_scout_003_rule_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_packet_successor_rule_scout_003_target_packet.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv,false
S0257,B=12 AND C=9 AND D=4,B C D,12 | 9 | 4,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=04_03 04_09 12_09 :: tuples=tuple_edge_2309 tuple_edge_612 tuple_edge_920,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_projection_exception_handles_001_rows.v1.csv g900_return_cell_carrier_incidence_packet_scout_002_candidates.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,3,3,0,04_03 04_09 12_09,tuple_edge_2309 tuple_edge_612 tuple_edge_920,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false
