stress_id,selector_expression,fields,values,bucket_size,sharpness,stress_blocker,provenance_status,family_key,source_family_key,role_token_count,tuple_token_count,other_token_count,sample_role_tokens,sample_tuple_tokens,sample_source_paths,promoted_to_family_candidate
S0030,C=5,C,5,12,medium_bucket,blocked_by_null_or_marginal_stress,construction_context_covisible_no_promotion,roles=04_05 :: tuples=tuple_edge_1041,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_edge_limit_phase_scan_001_rows.v1.csv g900_projection_exception_handles_001_rows.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,1,1,0,04_05,tuple_edge_1041,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false
S0249,A=3 AND D=10 AND E=14,A D E,3 | 10 | 14,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=10_14 :: tuples=tuple_edge_2587,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_projection_exception_handles_001_rows.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,1,1,0,10_14,tuple_edge_2587,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,false
S0185,D=10 AND E=14,D E,10 | 14,6,medium_bucket,blocked_by_null_or_marginal_stress,construction_context_covisible_no_promotion,roles=10_14 :: tuples=tuple_edge_2587,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_projection_exception_handles_001_rows.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,1,1,0,10_14,tuple_edge_2587,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,false
S0164,A=10 AND B=11,A B,10 | 11,6,medium_bucket,blocked_by_null_or_marginal_stress,construction_context_covisible_no_promotion,roles=10_11 :: tuples=tuple_edge_2584,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_projection_exception_handles_001_rows.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,1,1,0,10_11,tuple_edge_2584,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,false
S0190,B=11 AND C=12,B C,11 | 12,8,medium_bucket,blocked_by_null_or_marginal_stress,construction_context_covisible_no_promotion,roles=11_12 :: tuples=tuple_edge_2945,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_projection_exception_handles_001_rows.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,1,1,0,11_12,tuple_edge_2945,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,false
S0195,C=11 AND D=10,C D,11 | 10,12,medium_bucket,blocked_by_null_or_marginal_stress,construction_context_covisible_no_promotion,roles=10_11 :: tuples=tuple_edge_2584,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_projection_exception_handles_001_rows.v1.csv g900_root_smoke_signature_census_001_rows.v1.csv g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv g900_transport_candidate_family_census_014_near_misses.v1.csv g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,1,1,0,10_11,tuple_edge_2584,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,false
S0329,A=3 AND B=9 AND C=12,A B C,3 | 9 | 12,3,small_bucket,blocked_by_null_or_marginal_stress,construction_context_covisible_no_promotion,roles=03_09 09_12 13_12 :: tuples=tuple_edge_2425 tuple_edge_3070 tuple_edge_611,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv g900_projection_exception_handles_001_rows.v1.csv g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,3,3,0,03_09 09_12 13_12,tuple_edge_2425 tuple_edge_3070 tuple_edge_611,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false
S0127,A=3 AND C=12,A C,3 | 12,3,small_bucket,blocked_by_null_or_marginal_stress,construction_context_covisible_no_promotion,roles=03_09 09_12 13_12 :: tuples=tuple_edge_2425 tuple_edge_3070 tuple_edge_611,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv g900_projection_exception_handles_001_rows.v1.csv g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,3,3,0,03_09 09_12 13_12,tuple_edge_2425 tuple_edge_3070 tuple_edge_611,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false
S0253,B=11 AND C=9 AND D=3,B C D,11 | 9 | 3,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_04 03_09 11_09 :: tuples=tuple_edge_2308 tuple_edge_611 tuple_edge_612,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_edge_limit_phase_scan_001_rows.v1.csv g900_edge_overlap_candidate_inspection_001_rows.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv,3,3,0,03_04 03_09 11_09,tuple_edge_2308 tuple_edge_611 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,false
S0267,B=11 AND C=9 AND E=4,B C E,11 | 9 | 4,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_04 03_09 11_09 :: tuples=tuple_edge_2308 tuple_edge_611 tuple_edge_612,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_edge_limit_phase_scan_001_rows.v1.csv g900_edge_overlap_candidate_inspection_001_rows.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv,3,3,0,03_04 03_09 11_09,tuple_edge_2308 tuple_edge_611 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,false
S0061,B=11 AND D=3,B D,11 | 3,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_04 03_09 11_09 :: tuples=tuple_edge_2308 tuple_edge_611 tuple_edge_612,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_edge_limit_phase_scan_001_rows.v1.csv g900_edge_overlap_candidate_inspection_001_rows.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv,3,3,0,03_04 03_09 11_09,tuple_edge_2308 tuple_edge_611 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,false
S0295,B=11 AND D=3 AND E=4,B D E,11 | 3 | 4,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_04 03_09 11_09 :: tuples=tuple_edge_2308 tuple_edge_611 tuple_edge_612,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_edge_limit_phase_scan_001_rows.v1.csv g900_edge_overlap_candidate_inspection_001_rows.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv,3,3,0,03_04 03_09 11_09,tuple_edge_2308 tuple_edge_611 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,false
S0074,B=11 AND E=4,B E,11 | 4,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_04 03_09 11_09 :: tuples=tuple_edge_2308 tuple_edge_611 tuple_edge_612,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_edge_limit_phase_scan_001_rows.v1.csv g900_edge_overlap_candidate_inspection_001_rows.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv,3,3,0,03_04 03_09 11_09,tuple_edge_2308 tuple_edge_611 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,false
S0256,B=12 AND C=9 AND D=3,B C D,12 | 9 | 3,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_04 03_09 12_09 :: tuples=tuple_edge_2309 tuple_edge_611 tuple_edge_612,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_edge_limit_phase_scan_001_rows.v1.csv g900_edge_overlap_candidate_inspection_001_rows.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv,3,3,0,03_04 03_09 12_09,tuple_edge_2309 tuple_edge_611 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,false
S0273,B=12 AND C=9 AND E=4,B C E,12 | 9 | 4,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_04 03_09 12_09 :: tuples=tuple_edge_2309 tuple_edge_611 tuple_edge_612,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_edge_limit_phase_scan_001_rows.v1.csv g900_edge_overlap_candidate_inspection_001_rows.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv,3,3,0,03_04 03_09 12_09,tuple_edge_2309 tuple_edge_611 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,false
S0064,B=12 AND D=3,B D,12 | 3,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_04 03_09 12_09 :: tuples=tuple_edge_2309 tuple_edge_611 tuple_edge_612,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_edge_limit_phase_scan_001_rows.v1.csv g900_edge_overlap_candidate_inspection_001_rows.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv,3,3,0,03_04 03_09 12_09,tuple_edge_2309 tuple_edge_611 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,false
S0300,B=12 AND D=3 AND E=4,B D E,12 | 3 | 4,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_04 03_09 12_09 :: tuples=tuple_edge_2309 tuple_edge_611 tuple_edge_612,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_edge_limit_phase_scan_001_rows.v1.csv g900_edge_overlap_candidate_inspection_001_rows.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv,3,3,0,03_04 03_09 12_09,tuple_edge_2309 tuple_edge_611 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,false
S0080,B=12 AND E=4,B E,12 | 4,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=03_04 03_09 12_09 :: tuples=tuple_edge_2309 tuple_edge_611 tuple_edge_612,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_edge_limit_phase_scan_001_rows.v1.csv g900_edge_overlap_candidate_inspection_001_rows.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv,3,3,0,03_04 03_09 12_09,tuple_edge_2309 tuple_edge_611 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,false
S0293,B=9 AND C=12 AND E=6,B C E,9 | 12 | 6,2,razor_small,blocked_as_razor_small_until_proven,construction_context_covisible_no_promotion,roles=09_12 13_06 13_12 :: tuples=tuple_edge_1475 tuple_edge_2425 tuple_edge_3070,g900_channel_candidate_classifier_001_rows.v1.csv g900_channel_source_inventory_001_candidates.v1.csv g900_full60_package_support_audit_001_packages.v1.csv g900_full60_package_support_audit_001_steps.v1.csv g900_full60_phase_support_classification_001_packages.v1.csv g900_full60_transition_package_anatomy_001_packages.v1.csv g900_projection_exception_handles_001_rows.v1.csv g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,3,3,0,09_12 13_06 13_12,tuple_edge_1475 tuple_edge_2425 tuple_edge_3070,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false
