candidate_kind,source_rail_id,target_rail_id,reason,evidence,admitted_as_channel
support_overlap_handle,slot_05_internal_carrier,slot_pair_00_05_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_05_internal_carrier,slot_pair_04_05_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_05_internal_carrier,slot_pair_05_10_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_05_internal_carrier,slot_pair_05_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_06_internal_carrier,slot_pair_00_06_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_06_internal_carrier,slot_pair_01_06_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_06_internal_carrier,slot_pair_06_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_06_internal_carrier,slot_pair_06_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_07_internal_carrier,slot_pair_01_07_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_07_internal_carrier,slot_pair_02_07_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_07_internal_carrier,slot_pair_07_10_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_07_internal_carrier,slot_pair_07_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_08_internal_carrier,slot_pair_02_08_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_08_internal_carrier,slot_pair_03_08_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_08_internal_carrier,slot_pair_08_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_08_internal_carrier,slot_pair_08_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_09_internal_carrier,slot_pair_03_09_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_09_internal_carrier,slot_pair_04_09_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_09_internal_carrier,slot_pair_09_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_09_internal_carrier,slot_pair_09_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_10_internal_carrier,slot_pair_05_10_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_10_internal_carrier,slot_pair_07_10_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_10_internal_carrier,slot_pair_10_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_10_internal_carrier,slot_pair_10_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_11_internal_carrier,slot_pair_07_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_11_internal_carrier,slot_pair_09_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_11_internal_carrier,slot_pair_10_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_11_internal_carrier,slot_pair_11_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_12_internal_carrier,slot_pair_06_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_12_internal_carrier,slot_pair_09_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_12_internal_carrier,slot_pair_11_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_12_internal_carrier,slot_pair_12_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_13_internal_carrier,slot_pair_06_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_13_internal_carrier,slot_pair_08_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_13_internal_carrier,slot_pair_12_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_13_internal_carrier,slot_pair_13_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_14_internal_carrier,slot_pair_05_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_14_internal_carrier,slot_pair_08_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_14_internal_carrier,slot_pair_10_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_14_internal_carrier,slot_pair_13_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_01_boundary_carrier,slot_pair_00_04_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_01_boundary_carrier,slot_pair_00_05_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_01_boundary_carrier,slot_pair_00_06_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_01_boundary_carrier,slot_pair_01_02_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_01_boundary_carrier,slot_pair_01_06_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_01_boundary_carrier,slot_pair_01_07_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_04_boundary_carrier,slot_pair_00_05_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_04_boundary_carrier,slot_pair_00_06_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_04_boundary_carrier,slot_pair_03_04_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_04_boundary_carrier,slot_pair_04_05_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_04_boundary_carrier,slot_pair_04_09_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_05_boundary_carrier,slot_pair_00_06_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_05_boundary_carrier,slot_pair_04_05_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_05_boundary_carrier,slot_pair_05_10_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_05_boundary_carrier,slot_pair_05_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_06_boundary_carrier,slot_pair_01_06_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_06_boundary_carrier,slot_pair_06_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_00_06_boundary_carrier,slot_pair_06_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_01_02_boundary_carrier,slot_pair_01_06_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_01_02_boundary_carrier,slot_pair_01_07_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_01_02_boundary_carrier,slot_pair_02_03_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_01_02_boundary_carrier,slot_pair_02_07_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_01_02_boundary_carrier,slot_pair_02_08_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_01_06_boundary_carrier,slot_pair_01_07_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_01_06_boundary_carrier,slot_pair_06_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_01_06_boundary_carrier,slot_pair_06_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_01_07_boundary_carrier,slot_pair_02_07_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_01_07_boundary_carrier,slot_pair_07_10_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_01_07_boundary_carrier,slot_pair_07_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_02_03_boundary_carrier,slot_pair_02_07_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_02_03_boundary_carrier,slot_pair_02_08_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_02_03_boundary_carrier,slot_pair_03_04_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_02_03_boundary_carrier,slot_pair_03_08_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_02_03_boundary_carrier,slot_pair_03_09_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_02_07_boundary_carrier,slot_pair_02_08_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_02_07_boundary_carrier,slot_pair_07_10_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_02_07_boundary_carrier,slot_pair_07_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_02_08_boundary_carrier,slot_pair_03_08_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_02_08_boundary_carrier,slot_pair_08_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_02_08_boundary_carrier,slot_pair_08_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_03_04_boundary_carrier,slot_pair_03_08_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_03_04_boundary_carrier,slot_pair_03_09_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_03_04_boundary_carrier,slot_pair_04_05_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_03_04_boundary_carrier,slot_pair_04_09_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_03_08_boundary_carrier,slot_pair_03_09_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_03_08_boundary_carrier,slot_pair_08_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_03_08_boundary_carrier,slot_pair_08_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_03_09_boundary_carrier,slot_pair_04_09_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_03_09_boundary_carrier,slot_pair_09_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_03_09_boundary_carrier,slot_pair_09_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_04_05_boundary_carrier,slot_pair_04_09_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_04_05_boundary_carrier,slot_pair_05_10_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_04_05_boundary_carrier,slot_pair_05_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_04_09_boundary_carrier,slot_pair_09_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_04_09_boundary_carrier,slot_pair_09_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_05_10_boundary_carrier,slot_pair_05_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_05_10_boundary_carrier,slot_pair_07_10_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_05_10_boundary_carrier,slot_pair_10_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_05_10_boundary_carrier,slot_pair_10_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_05_14_boundary_carrier,slot_pair_08_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_05_14_boundary_carrier,slot_pair_10_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_05_14_boundary_carrier,slot_pair_13_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_06_12_boundary_carrier,slot_pair_06_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_06_12_boundary_carrier,slot_pair_09_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_06_12_boundary_carrier,slot_pair_11_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_06_12_boundary_carrier,slot_pair_12_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_06_13_boundary_carrier,slot_pair_08_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_06_13_boundary_carrier,slot_pair_12_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_06_13_boundary_carrier,slot_pair_13_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_07_10_boundary_carrier,slot_pair_07_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_07_10_boundary_carrier,slot_pair_10_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_07_10_boundary_carrier,slot_pair_10_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_07_11_boundary_carrier,slot_pair_09_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_07_11_boundary_carrier,slot_pair_10_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_07_11_boundary_carrier,slot_pair_11_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_08_13_boundary_carrier,slot_pair_08_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_08_13_boundary_carrier,slot_pair_12_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_08_13_boundary_carrier,slot_pair_13_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_08_14_boundary_carrier,slot_pair_10_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_08_14_boundary_carrier,slot_pair_13_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_09_11_boundary_carrier,slot_pair_09_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_09_11_boundary_carrier,slot_pair_10_11_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_09_11_boundary_carrier,slot_pair_11_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_09_12_boundary_carrier,slot_pair_11_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_09_12_boundary_carrier,slot_pair_12_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_10_11_boundary_carrier,slot_pair_10_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_10_11_boundary_carrier,slot_pair_11_12_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_10_14_boundary_carrier,slot_pair_13_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_11_12_boundary_carrier,slot_pair_12_13_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
support_overlap_handle,slot_pair_12_13_boundary_carrier,slot_pair_13_14_boundary_carrier,carrier supports overlap in exported support ids,vertex_overlap=60 edge_overlap=0,False
