candidate_kind,source_rail_id,target_rail_id,reason,evidence,admitted_as_channel
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_06_12_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_06_13_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_07_10_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_07_11_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_08_13_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_08_14_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_09_11_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_09_12_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_10_11_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_10_14_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_11_12_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_12_13_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
source_scaffold_to_carrier_handle,root_0_0_tuple_shell_depth_2,slot_pair_13_14_boundary_carrier,source provenance smoke rail may serve as a readout handle for this carrier,target_kind=slot_pair_boundary_carrier target_set=slot_pair_boundary_carriers,False
support_overlap_handle,root_0_0_tuple_shell_depth_2,slot_00_internal_carrier,carrier supports overlap in exported support ids,vertex_overlap=11 edge_overlap=12,False
support_overlap_handle,root_0_0_tuple_shell_depth_2,slot_01_internal_carrier,carrier supports overlap in exported support ids,vertex_overlap=4 edge_overlap=0,False
support_overlap_handle,root_0_0_tuple_shell_depth_2,slot_03_internal_carrier,carrier supports overlap in exported support ids,vertex_overlap=1 edge_overlap=0,False
support_overlap_handle,root_0_0_tuple_shell_depth_2,slot_04_internal_carrier,carrier supports overlap in exported support ids,vertex_overlap=5 edge_overlap=1,False
support_overlap_handle,root_0_0_tuple_shell_depth_2,slot_05_internal_carrier,carrier supports overlap in exported support ids,vertex_overlap=4 edge_overlap=0,False
support_overlap_handle,root_0_0_tuple_shell_depth_2,slot_06_internal_carrier,carrier supports overlap in exported support ids,vertex_overlap=4 edge_overlap=0,False
