path,source_class,byte_count,contains_03_09,contains_13,contains_constructive_terms
labs/g900_observatory/artifacts/json/g900_six_nine_inside_outside_return_audit_001.v1.json,other_surface,17604,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_ladder_schema_guided_source_derivation_audit_004.v1.json,construction_surface,30463,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_ladder_schema_microscope_003.v1.json,other_surface,79631,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_limit_transition_23_24_boundary_probe_001.v1.json,construction_surface,93687,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_local_global_obstruction_probe_001.v1.json,other_surface,1445282,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_native_anchor_asymmetry_audit_001.v1.json,construction_surface,31858,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_native_fork_law_probe_001.v1.json,other_surface,7976,true,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_normalized_diff_anatomy_061.v1.json,other_surface,12011,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_normalized_union_overlap_060.v1.json,other_surface,43211,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_null_well_summit_flag_067.v1.json,other_surface,2171,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_obstruction_anatomy_001.v1.json,other_surface,1439043,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_one_row_correction_probe_058.v1.json,other_surface,64071,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_orientation_law_candidate_001.v1.json,other_surface,61295,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_orientation_provenance_nonlabel_audit_001.v1.json,other_surface,80121,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_orphan_branch_test_065.v1.json,other_surface,84585,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_orphan_pair_identity_recovery_064.v1.json,other_surface,4157,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_package_support_field_law_001.v1.json,construction_surface,464484,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_pair_identity_summit_flag_067.v1.json,other_surface,1566,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_remaining_360_phase_inside_strata_020.v1.json,construction_surface,3920,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_remaining_360_source_variable_scout_019.v1.json,construction_surface,9119,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_residual_360_after_phase3_anatomy_021.v1.json,construction_surface,14495,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_residual_360_manual_row_microscope_022.v1.json,other_surface,4294,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_residual_360_packet_shape_collapse_023.v1.json,construction_surface,3989,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_residual_shape_upstream_provenance_024.v1.json,other_surface,6514,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_residual_two_shape_local_cell_provenance_025.v1.json,other_surface,7827,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_return_home_receipt_ledger_068.v1.json,other_surface,4175,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_return_span_carrier_variable_scout_014.v1.json,construction_surface,169514,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_return_span_class_audit_013.v1.json,other_surface,13448,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_return_span_gap_family_anatomy_015.v1.json,other_surface,42592,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_return_span_source_variable_anatomy_016.v1.json,construction_surface,23989,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_rowlevel_union_candidate_scout_053.v1.json,other_surface,18560,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_sheet_wrap_candidate_inspection_001.v1.json,other_surface,23261,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_shell_scale_origin_hypothesis_012.v1.json,other_surface,24013,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_construction_contrast_filter_034.v1.json,construction_surface,88789,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_geometry_address_handle_039.v1.json,construction_surface,93675,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_geometry_address_material_selector_040.v1.json,construction_surface,55906,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_geometry_derivation_plateau_checkpoint_011.v1.json,construction_surface,2903,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,construction_surface,231985,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_geometry_packet_derivation_006.v1.json,construction_surface,2072,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_geometry_packet_parser_repair_007.v1.json,construction_surface,38919,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_geometry_signature_origin_038.v1.json,construction_surface,77749,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_geometry_surplus_context_anatomy_041.v1.json,construction_surface,24804,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_geometry_surplus_foundation_echo_042.v1.json,construction_surface,4488,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,construction_surface,89501,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_limit_return_span_selector_017.v1.json,construction_surface,26067,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_source_limit_strata_anatomy_018.v1.json,construction_surface,12045,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_strong_packet_candidate_rowset_export_052.v1.json,construction_surface,51918,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_strong_packet_reflection_filter_050.v1.json,construction_surface,59219,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_strong_packet_rowset_locator_047.v1.json,construction_surface,38447,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_strong_packet_sample_predicate_microscope_049.v1.json,construction_surface,30913,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_strong_packet_scalar_provenance_048.v1.json,construction_surface,92537,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_strong_packet_two_stage_filter_051.v1.json,construction_surface,72716,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_support_failure_table_001.v1.json,construction_surface,2000000,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_surface_quotient_identity_map_062.v1.json,other_surface,43319,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_target_only_signature_selector_037.v1.json,other_surface,40249,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_target_only_source_family_signature_036.v1.json,construction_surface,42494,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_trace_classification_001.v1.json,other_surface,5985,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_true_source_endpoint_family_anatomy_035.v1.json,construction_surface,62580,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_two_route_half_turn_audit_001.v1.json,other_surface,12219,true,true,true
labs/g900_observatory/artifacts/json/g900_slot12_composite_triangle_anatomy_001.v1.json,other_surface,562378,false,true,true
labs/g900_observatory/artifacts/json/g900_slot_carrier_census_v0.1.json,construction_surface,186114,false,true,true
labs/g900_observatory/artifacts/json/g900_slot_internal_carriers_admission_v0.1.json,construction_surface,2673,false,true,true
labs/g900_observatory/artifacts/json/g900_slot_pair_boundary_carrier_census_v0.1.json,construction_surface,117265,true,true,true
labs/g900_observatory/artifacts/json/g900_slot_pair_boundary_carriers_admission_v0.1.json,construction_surface,921,false,false,true
labs/g900_observatory/artifacts/json/g900_source_side_gap_9_11_anchor_split_audit_001.v1.json,construction_surface,18496,true,false,true
labs/g900_observatory/artifacts/json/g900_source_side_gap_9_11_nearest_anchor_selector_audit_001.v1.json,construction_surface,26838,true,true,true
labs/g900_observatory/artifacts/json/g900_source_side_gap_law_9_11_audit_001.v1.json,construction_surface,24722,true,true,true
labs/g900_observatory/artifacts/json/g900_total_support_failure_family_001.v1.json,construction_surface,17792,true,true,true
labs/g900_observatory/artifacts/json/g900_transition_length_minimal_origin_audit_001.v1.json,construction_surface,19871,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_admission_hypothesis_provenance_audit_023.v1.json,prior_selector_surface,5225,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_candidate_family_census_014.v1.json,other_surface,8722,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_candidate_family_census_scaffold_013.v1.json,other_surface,10304,false,true,true
labs/g900_observatory/artifacts/json/g900_transport_census_phase_checkpoint_017.v1.json,construction_surface,7328,false,true,true
labs/g900_observatory/artifacts/json/g900_transport_choice_apparatus_checkpoint_031.v1.json,choice_surface_excluded,10346,false,true,true
labs/g900_observatory/artifacts/json/g900_transport_choice_apparatus_theorem_note_032.v1.json,choice_surface_excluded,10911,false,true,true
labs/g900_observatory/artifacts/json/g900_transport_deferred_candidate_gate_audit_020.v1.json,other_surface,6043,false,true,true
labs/g900_observatory/artifacts/json/g900_transport_deferred_frontier_symmetry_census_019.v1.json,other_surface,5171,false,true,true
labs/g900_observatory/artifacts/json/g900_transport_deferred_gate_frontier_full_audit_018b.v1.json,other_surface,11351,false,true,true
labs/g900_observatory/artifacts/json/g900_transport_deferred_gate_frontier_worklist_018a.v1.json,other_surface,56967,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_family_status_question_012.v1.json,other_surface,3990,false,true,true
labs/g900_observatory/artifacts/json/g900_transport_frontier_choice_apparatus_protocol_027.v1.json,choice_surface_excluded,10106,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_frontier_choice_function_search_029.v1.json,choice_surface_excluded,16354,false,true,true
labs/g900_observatory/artifacts/json/g900_transport_frontier_choice_function_stress_test_030.v1.json,choice_surface_excluded,27517,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_frontier_choice_variable_inventory_028.v1.json,choice_surface_excluded,8174,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_ledger_static_snapshot_008e.v1.json,other_surface,2703,false,true,true
labs/g900_observatory/artifacts/json/g900_transport_pair_selector_admission_hypothesis_audit_022.v1.json,prior_selector_surface,5543,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_permission_frontier_checkpoint_025.v1.json,other_surface,8695,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_permission_frontier_theorem_note_026.v1.json,other_surface,9349,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_permission_gate_family_filter_016.v1.json,other_surface,6619,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_permission_sharpness_audit_021.v1.json,prior_selector_surface,21878,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_selector_coupling_law_audit_024.v1.json,prior_selector_surface,10868,true,true,true
labs/g900_observatory/artifacts/json/g900_transport_successor_rule_family_filter_015.v1.json,construction_surface,8654,false,true,true
labs/g900_observatory/artifacts/json/g900_triplet_gap_law_9_11_audit_001.v1.json,other_surface,14731,true,true,true
labs/g900_observatory/artifacts/json/g900_triplet_limit_alignment_03_09_root9_audit_001.v1.json,construction_surface,5044,true,true,true
labs/g900_observatory/artifacts/json/g900_unsupported_phase_marker_6_9_001.v1.json,construction_surface,25355,false,true,true
labs/g900_observatory/artifacts/json/g900_unsupported_phase_step_public_note_001.v1.json,construction_surface,3916,false,false,true
labs/g900_observatory/artifacts/json/g900_zero_hit_condition_frontier_001.v1.json,other_surface,5478,true,true,true
labs/g900_observatory/data/g900_admitted_information_transports.v0.1.json,other_surface,2530,false,true,true
labs/g900_observatory/data/g900_admitted_permission_channels.v0.1.json,construction_surface,2351,true,true,true
labs/g900_observatory/data/g900_af_post_render_boundary_audit_001.v1.json,construction_surface,3606,false,false,true
labs/g900_observatory/data/g900_carriers.v0.1.json,construction_surface,246225,true,true,true
labs/g900_observatory/data/g900_channels.v0.1.json,construction_surface,2364,true,true,true
labs/g900_observatory/data/g900_discrete_information_transport_contract.v0.1.json,other_surface,5664,true,true,true
labs/g900_observatory/data/g900_grounded_lenses.v0.1.json,other_surface,1995,false,false,true
labs/g900_observatory/data/g900_markers.v0.1.json,other_surface,5765,false,true,true
labs/g900_observatory/data/g900_null_well.v0.1.json,other_surface,1208,false,false,true
labs/g900_observatory/data/g900_overlays.v0.1.json,other_surface,5792,false,false,true
labs/g900_observatory/data/g900_scaled_oscillation.v0.1.json,other_surface,1381,false,false,true
labs/g900_observatory/data/g900_static_body.v1.json,other_surface,272265,false,true,true
labs/g900_observatory/data/g900_summit_flag.v0.1.json,other_surface,1062,false,false,true
